generation,num_people,num_immigrants,num_children
0,9,5,15
1,29,8,22
2,59,11,21
3,91,11,21
4,123,11,28
5,162,14,22
6,198,11,29
7,238,15,35
8,288,18,36
9,342,18,40
10,400,20,43
11,463,22,51
12,536,26,63
13,625,32,72
14,729,37,99
15,865,50,121
16,1036,62,169
17,1267,86,207
