generation,num_people,num_immigrants,num_children
0,4,3,4
1,11,3,11
2,25,7,17
3,49,11,21
4,81,14,21
5,116,14,25
6,155,16,35
7,206,23,41
8,270,27,55
9,352,36,101
10,489,66,164
