generation,num_people,num_immigrants,num_children
0,16,3,27
1,46,5,44
2,95,8,49
3,152,9,63
4,224,12,84
5,320,16,129
6,465,24,176
7,665,33,202
8,900,37,229
9,1166,42,297
10,1505,55,355
11,1915,66,478
12,2459,89,553
