generation,num_people,num_immigrants,num_children
0,5,2,9
1,16,4,8
2,28,4,10
3,42,5,12
4,59,6,25
5,90,12,39
6,141,19,81
7,241,39,165
8,445,79,374
9,898,178,757
10,1833,361,1520
