generation,num_people,num_immigrants,num_children
0,6,3,9
1,18,5,14
2,37,8,16
3,61,9,19
4,89,11,11
5,111,6,15
6,132,8,22
7,162,12,21
8,195,12,22
9,229,12,33
10,274,18,55
11,347,31,78
12,456,44,113
13,613,63,156
14,832,87,226
15,1145,126,310
16,1581,173,494
17,2248,276,822
18,3346,459,1338
