generation,num_people,num_immigrants,num_children
0,3,3,3
1,9,3,3
2,15,3,3
3,21,3,2
4,26,2,4
5,32,4,6
6,42,6,11
7,59,10,11
8,80,10,15
9,105,14,30
10,149,28,45
