generation,num_people (excluding initial setup),num_immigrants,num_children,num_marriages,prob_inf_marriage,prob_finite_marriage,prob_inf_marriage(eligible_only),prob_finite_marriage(eligible_only),num_connected_components
0,880,81,406,204,0.00896269935415843,0.028294011686657003,0.24028268551236748,0.7585394581861012,6053
1,1367,36,463,203,0.011865864144454,0.042046431642304385,0.215962441314554,0.7652582159624413,6053
2,1866,64,449,231,0.016994068901695202,0.055188659403525006,0.22582448295136948,0.7333705980994969,6053
3,2379,38,453,224,0.019782393669634024,0.06940323112429937,0.2077922077922078,0.729004329004329,6053
4,2870,57,427,227,0.02400193955067076,0.08178438661710037,0.21071301880099325,0.7179851010996807,6053
5,3354,33,445,214,0.02616348212162055,0.09458495203361611,0.20072992700729925,0.7256690997566909,6053
