generation,num_people,num_immigrants,num_children
0,3,3,6
1,12,6,6
2,24,6,6
3,36,6,7
4,49,7,10
5,66,10,20
6,96,19,28
7,143,27,31
8,201,30,53
9,284,51,76
10,411,73,90
11,574,86,140
