generation,num_people,num_immigrants,num_children
0,10,5,19
1,34,9,14
2,57,6,16
3,79,7,6
4,92,3,7
5,102,3,8
6,113,4,12
7,129,5,10
8,144,5,14
9,163,6,21
10,190,10,24
11,224,11,37
12,272,17,54
13,343,25,79
14,447,36,112
15,595,51,154
16,800,70,176
17,1046,81,178
18,1305,81,257
19,1643,118,332
20,2093,152,452
21,2697,207,609
