generation,num_people,num_immigrants,num_children
0,5,2,21
1,28,7,23
2,58,8,35
3,101,12,45
4,158,15,71
5,244,24,110
6,378,37,227
7,642,75,374
8,1091,124,615
9,1830,204,1004
