generation,num_people,num_immigrants,num_children
0,3,2,7
1,12,5,6
2,23,4,4
3,31,3,6
4,40,4,4
5,48,3,8
6,59,6,16
7,81,11,36
8,128,25,80
9,233,55,124
10,412,86,221
11,719,153,409
