generation,num_people,num_immigrants,num_children
0,4,3,4
1,11,3,4
2,18,3,4
3,25,3,3
4,31,2,2
5,35,1,5
6,41,3,9
7,53,6,12
8,71,8,20
9,99,13,44
10,156,29,85
11,270,57,131
12,458,87,231
